OBJECTID,Damage,Street Number,Street Name,Street Type,City,State,Zip Code,County,Incident Name,APN,Year Built,Address,GLOBALID,Latitude,Longitude,x,y
101242,Destroyed (>50%),3544,N Canon,Boulevard,Altadena,CA,0,Los Angeles,Eaton,5843002902,,None,83c554df-681b-472b-8433-02d49959658a,34.2045582,-118.1347102,-13150695.78,4056302.382
101243,No Damage,2819,Lincoln ,Avenue,Altadena,CA,91001,Los Angeles,Eaton,5829033013,1924,"2819 LINCOLN AVE, ALTADENA, CA 91001",2e344158-0d9b-4782-862b-02f8c0e91bed,34.1941001,-118.1592059,-13153422.63,4054894.801
101244,Destroyed (>50%),368,Anna Maria,Drive,Altadena,CA,91001,Los Angeles,Eaton,5831019007,1949,"368 ANNA MARIA DR, ALTADENA, CA 91001",5da306ec-c64f-435a-af97-031dff79f43e,34.2046304,-118.1361194,-13150852.66,4056312.099
101245,No Damage,1850,Calaveras ,Street,Altadena,CA,91001,Los Angeles,Eaton,5846024038,1948,"1850 E CALAVERAS ST, ALTADENA, CA 91001",fce1f73b-7a3a-43c3-ada4-039058b429f3,34.1840307,-118.1123288,-13148204.3,4053539.698
101246,Destroyed (>50%),2204,Grand Oaks,Avenue,Altadena,CA,91001,Los Angeles,Eaton,5857023019,1946,"2204 GRAND OAKS AVE, ALTADENA, CA 91001",0f591317-e855-4d5c-8b6a-03b0a40ef3b3,34.1837935,-118.1026045,-13147121.8,4053507.779
101247,Destroyed (>50%),3257,N Mount Curve,Avenue,Altadena,CA,91001,Los Angeles,Eaton,5842014008,1948,"3257 N MOUNT CURVE AVE, ALTADENA, CA 91001",5403e86d-e530-4506-b4dd-03d2d5892be5,34.1997338,-118.1272757,-13149868.18,4055653.034
101248,No Damage,2175,Midwick,Drive,Altadena,CA,91001,Los Angeles,Eaton,5857024013,1957,"2175 GRAND OAKS AVE, ALTADENA, CA 91001",55de7784-6b11-4bfb-8f91-03d3ce406c54,34.183262,-118.1034689,-13147218.02,4053436.26
101249,No Damage,602,Devrian,Place,Altadena,CA,91001,Los Angeles,Eaton,5829025047,1925,"600 DEVIRIAN PL, ALTADENA, CA 91001",3bac4c74-8ff8-4354-bdff-03e4acbdf892,34.1968865,-118.159695,-13153477.07,4055269.816
101250,Destroyed (>50%),355,Anna Maria,Drive,Altadena,CA,91001,Los Angeles,Eaton,5831018016,1960,"355 ANNA MARIA DR, ALTADENA, CA 91001",c3b6e743-4210-4d5e-bcf5-03f39edfc04d,34.2051087,-118.1363761,-13150881.23,4056376.472
101251,Destroyed (>50%),325,Anna Maria,Drive,Altadena,CA,91001,Los Angeles,Eaton,5831018025,1946,"325 ANNA MARIA DR, ALTADENA, CA 91001",36c0020a-c6d1-4c67-9dc9-0443b482fa6e,34.2053895,-118.1370665,-13150958.08,4056414.27
101252,Destroyed (>50%),1954,Skyview,Drive,Altadena,CA,91001,Los Angeles,Eaton,5857011023,1947,"1954 SKYVIEW DR, ALTADENA, CA 91001",5a30f0f0-434c-47cb-adba-0447ec5f1964,34.1912561,-118.1113148,-13148091.42,4054512.056
101253,No Damage,225,Sturtevant,Drive,Sierra Madre,CA,91024,Los Angeles,Eaton,5763011048,1921,"225 STURTEVANT DR, SIERRA MADRE, CA 91024",c10de708-2c21-4318-82e9-04c4537161c1,34.1691693,-118.0479262,-13141035.03,4051540.016
101254,No Damage,3151,E Villa Knolls,Drive,Pasadena,CA,91107,Los Angeles,Eaton,5860041009,1974,"3151 E VILLA KNOLLS DR, PASADENA, CA 91107",c210895e-54ba-44bf-9654-04d5057faebc,34.1707008,-118.0864873,-13145327.64,4051746.073
101255,No Damage,1205,Hartwood Point,Drive,Pasadena,CA,91107,Los Angeles,Eaton,5860026003,1953,"1205 HARTWOOD POINT DR, PASADENA, CA 91107",ca38ec85-2f5f-4a9c-ae13-04eb40211695,34.1673054,-118.0843587,-13145090.68,4051289.243
101256,Destroyed (>50%),1032,Alpine Villa,Drive,Altadena,CA,91001,Los Angeles,Eaton,5843007005,1951,"1032 ALPINE VILLA DR, ALTADENA, CA 91001",79573cd2-d256-450c-80ea-04ffa2effed9,34.2022597,-118.1283152,-13149983.9,4055993.003
101257,No Damage,1674,Veranada,Avenue,Altadena,CA,91001,Los Angeles,Eaton,5854009015,1940,"1674 VERANADA AVE, ALTADENA, CA 91001",95751a47-45c4-47e1-9ae5-050240630452,34.175068,-118.0990797,-13146729.42,4052333.669
101258,Destroyed (>50%),1724,Calaveras,Street,Altadena,CA,91001,Los Angeles,Eaton,5846024050,1947,"1724 E CALAVERAS ST, ALTADENA, CA 91001",868411d3-4c9c-4bec-ab4d-050cffdb4180,34.1840416,-118.1149037,-13148490.93,4053541.173
101259,No Damage,2172,Craig,Avenue,Altadena,CA,91001,Los Angeles,Eaton,5857024018,1941,"2172 CRAIG AVE, ALTADENA, CA 91001",90f974c0-6866-430c-9612-05395323613d,34.1833144,-118.1037989,-13147254.75,4053443.317
101260,No Damage,3400,Ellington Villa,Drive,Altadena,CA,91001,Los Angeles,Eaton,5843006009,1954,"3400 ELLINGTON VILLA DR, ALTADENA, CA 91001",0e4a89d0-aaa7-43b2-9e7d-05876d337580,34.2029368,-118.1271518,-13149854.39,4056084.141
101261,No Damage,3004,Lincoln ,Avenue,Altadena,CA,91001,Los Angeles,Eaton,5829020001,1946,"3004 LINCOLN AVE, ALTADENA, CA 91001",36b97c21-d9f4-428d-bba5-05947a01f192,34.1971182,-118.158497,-13153343.72,4055300.994
101262,No Damage,1085,Mesita,Road,Pasadena,CA,91107,Los Angeles,Eaton,5860031011,1952,"1085 MESITA RD, PASADENA, CA 91107",876907eb-955d-4e16-a900-05f091a47d45,34.1650375,-118.0816162,-13144785.38,4050984.118
101263,No Damage,2311,Crystal,Lane,Pasadena,CA,91107,Los Angeles,Eaton,5860002014,2004,"2311 CRYSTAL LN, PASADENA, CA 91107",a058d34e-47a8-4dcb-9c1d-06044927cc39,34.1816638,-118.0882164,-13145520.12,4053221.192
101264,Destroyed (>50%),1021,E Mount Curve,Avenue,Altadena,CA,91001,Los Angeles,Eaton,5842017025,1948,"1021 E MOUNT CURVE AVE, ALTADENA, CA 91001",6a28dec4-5e0c-46de-8f3d-06197c530cdd,34.2008758,-118.1282773,-13149979.67,4055806.739
101265,No Damage,1826,Midwick,Drive,Altadena,CA,91001,Los Angeles,Eaton,5846023032,1948,"1826 MIDWICK DR, ALTADENA, CA 91001",4dd88527-4130-4df5-a64d-06253be7ea47,34.1846862,-118.1126579,-13148240.93,4053627.917
101266,No Damage,603,W Harriet ,Street,Altadena,CA,91001,Los Angeles,Eaton,5829033030,1922,"603 W HARRIET ST, ALTADENA, CA 91001",2d4ab38b-cf13-4fd0-9b79-063f8ee08def,34.1942776,-118.1609468,-13153616.43,4054918.686
101267,No Damage,3936,Park Vista ,Drive,Pasadena,CA,91107,Los Angeles,Eaton,5760031012,1970,"3936 PARK VISTA DR, PASADENA, CA 91107",6f045fe8-cd5b-44ba-a69b-064b00b7708a,34.1727082,-118.0670614,-13143165.15,4052016.155
101268,No Damage,2037,Sinaloa,Avenue,Altadena,CA,91001,Los Angeles,Eaton,5847026001,1948,"2037 SINALOA AVE, ALTADENA, CA 91001",e5390a46-9740-40c2-a88d-065cafee6d46,34.1809039,-118.1161497,-13148629.64,4053118.949
101269,Destroyed (>50%),491,Devonwood,Road,Altadena,CA,91001,Los Angeles,Eaton,5843001006,1958,"491 DEVONWOOD RD, ALTADENA, CA 91001",98613d82-ea6b-441b-873e-0669db03725a,34.20634,-118.1338902,-13150604.5,4056542.212
101270,Destroyed (>50%),537,Cocopan ,Drive,Altadena,CA,91001,Los Angeles,Eaton,5843004010,1958,"589 COCOPAN DR, ALTADENA, CA 91001",155731dd-2b8a-4f76-a2a2-069e0387711f,34.2048897,-118.1313746,-13150324.47,4056346.996
101271,Destroyed (>50%),484,W Terrace ,Street,Altadena,CA,91001,Los Angeles,Eaton,5829021021,1942,"484 W TERRACE ST, ALTADENA, CA 91001",cfb22d37-8be1-4b39-8eec-06d358ca315c,34.1964946,-118.1568759,-13153163.26,4055217.072
101272,No Damage,655,Edgeview,Drive,Sierra Madre,CA,91024,Los Angeles,Eaton,5761009028,1951,"655 EDGEVIEW DR, SIERRA MADRE, CA 91024",221fca2c-10a6-4950-90be-06de0c446cea,34.1720647,-118.0658715,-13143032.69,4051929.573
101273,No Damage,1785,Vistillas ,Road,Altadena,CA,91001,Los Angeles,Eaton,5847033030,1935,"1785 VISTILLAS RD, ALTADENA, CA 91001",62991a36-645e-46de-8284-06e8e0b49015,34.1818805,-118.1138921,-13148378.32,4053250.362
101274,Destroyed (>50%),478,Devonwood,Road,Altadena,CA,91001,Los Angeles,Eaton,5843002003,1959,"478 DEVONWOOD RD, ALTADENA, CA 91001",a6ff0a99-f5ab-4e0a-81dc-07317161fb55,34.2058807,-118.1342502,-13150644.58,4056480.392
101275,Destroyed (>50%),3482,Hollyslope,Road,Altadena,CA,91001,Los Angeles,Eaton,5831016009,1954,"3482 HOLLYSLOPE RD, ALTADENA, CA 91001",67794611-435d-4c39-9749-0735b97ba42b,34.2050124,-118.1383947,-13151105.94,4056363.511
101276,Destroyed (>50%),3319,Lake,Avenue,Altadena,CA,91001,Los Angeles,Eaton,5842023010,1949,"3319 LAKE AVE, ALTADENA, CA 91001",490c8402-081a-483a-9662-076ad509ff36,34.2028645,-118.1310302,-13150286.13,4056074.413
101277,No Damage,1586,Meadowbrook,Road,Altadena,CA,91001,Los Angeles,Eaton,5847025017,1956,"1586 MEADOWBROOK RD, ALTADENA, CA 91001",615bf8c6-6ffc-4aa1-ba03-076d207b36b9,34.1824661,-118.1166797,-13148688.64,4053329.154
101278,No Damage,2659,New York,Drive,Pasadena,CA,91107,Los Angeles,Eaton,5857021016,1944,"2659 NEW YORK DR, PASADENA, CA 91107",da82e80c-ada4-4e58-9a42-07b20e48b868,34.1749786,-118.0975365,-13146557.63,4052321.647
101279,No Damage,2065,E Altadena,Drive,Altadena,CA,91001,Los Angeles,Eaton,5857012001,1916,"2065 E ALTADENA DR, ALTADENA, CA 91001",77d1cdec-41de-4e9b-b00f-07b22b375e51,34.1897052,-118.1087694,-13147808.07,4054303.33
101280,No Damage,1825,La Paz,Road,Altadena,CA,91001,Los Angeles,Eaton,5847034016,1940,"1825 LA PAZ RD, ALTADENA, CA 91001",2fa542ec-51fe-4207-888d-07f4f0a4cba9,34.1828567,-118.1129497,-13148273.42,4053381.719
101281,Destroyed (>50%),520,W Altadena,Drive,Altadena,CA,91001,Los Angeles,Eaton,5829020021,1946,"520 W ALTADENA DR, ALTADENA, CA 91001",8ce9ea92-e7f4-4f5d-9d0f-084d2505f7c9,34.1975319,-118.1576227,-13153246.39,4055356.674
101282,Destroyed (>50%),3608,Canon,Boulevard,Altadena,CA,91001,Los Angeles,Eaton,5843002007,1958,"3608 CANON BLVD, ALTADENA, CA 91001",f6b27fee-59fe-4442-80ed-0855b0fd3ab7,34.2060868,-118.1355248,-13150786.47,4056508.129
101283,No Damage,2020,Kinclair,Drive,Pasadena,CA,91107,Los Angeles,Eaton,5860039011,1977,"2020 KINCLAIR DR, PASADENA, CA 91107",afe966d5-7a44-456b-bbaf-0865433759d1,34.1794654,-118.0899475,-13145712.82,4052925.37
101284,Affected (1-9%),1077,Alta Pine,Drive,Altadena,CA,91001,Los Angeles,Eaton,5842013020,1952,"1077 ALTA PINE DR, ALTADENA, CA 91001",ff5dcef2-37c6-4e17-a61d-08a9acf11f2f,34.2009088,-118.1271919,-13149858.85,4055811.184
101285,No Damage,2231,Sinaloa,Avenue,Altadena,CA,91001,Los Angeles,Eaton,5847024009,1950,"2231 SINALOA AVE, ALTADENA, CA 91001",478c1588-2dba-4b69-a787-08c596a39741,34.1840722,-118.1166796,-13148688.63,4053545.285
101286,No Damage,2044,Cricklewood ,Other,Pasadena,CA,91107,Los Angeles,Eaton,5860033014,1966,"2044 CRICKLEWOOD PATH, PASADENA, CA 91107",4075d161-1bcb-42f2-ae1f-08d700fe42e6,34.1795195,-118.0883377,-13145533.62,4052932.65
101287,Destroyed (>50%),752,Woodland,Drive,Sierra Madre,CA,91024,Los Angeles,Eaton,5764029022,1936,"752 WOODLAND DR, SIERRA MADRE, CA 91024",3cfb509e-1807-42a6-9dc6-0934e9145c87,34.1741738,-118.0428655,-13140471.68,4052213.36
101288,No Damage,2023,Sinaloa,Avenue,Altadena,CA,91001,Los Angeles,Eaton,5847026002,1948,"2023 SINALOA AVE, ALTADENA, CA 91001",2dc096e8-5f74-447a-bb09-0965caf3262d,34.1807452,-118.1157985,-13148590.55,4053097.588
101289,No Damage,1560,Meadowbrook,Road,Altadena,CA,91001,Los Angeles,Eaton,5847025028,1961,"1560 MEADOWBROOK RD, ALTADENA, CA 91001",1fb6c2f3-86bd-467c-9c6c-096d14a3b9dc,34.1820438,-118.1165934,-13148679.04,4053272.328
101290,Affected (1-9%),3614,Skylane,Drive,Altadena,CA,91001,Los Angeles,Eaton,5831018013,1960,"3614 SKYLANE DR, ALTADENA, CA 91001",b2cf698a-09d6-41d8-a7bd-097ec5d6a77c,34.2059141,-118.136836,-13150932.43,4056484.891
101291,Destroyed (>50%),2867,Tanoble,Drive,Altadena,CA,91001,Los Angeles,Eaton,5843024019,1951,"2867 TANOBLE DR, ALTADENA, CA 91001",00be7b62-2890-47c5-8e4b-0986d1379441,34.1953168,-118.1152339,-13148527.69,4055058.554
101292,Destroyed (>50%),564,Cocopan,Drive,Altadena,CA,91001,Los Angeles,Eaton,5843004007,1958,"564 COCOPAN DR, ALTADENA, CA 91001",8b5c7f69-da3c-4853-bfac-09a0cabd9252,34.2045719,-118.1318353,-13150375.76,4056304.229
101293,No Damage,3026,Lincoln ,Avenue,Altadena,CA,91001,Los Angeles,Eaton,5829020023,1946,"3012 LINCOLN AVE, ALTADENA, CA 91001",8c07b37f-021c-4081-9a74-0a0f39acc015,34.1974161,-118.1581082,-13153300.44,4055341.083
101294,Destroyed (>50%),1746,Midwick,Drive,Altadena,CA,91001,Los Angeles,Eaton,5846022023,1948,"1746 MIDWICK DR, ALTADENA, CA 91001",47fb35ce-965c-40b1-9ef5-0a88e6e832b1,34.1847285,-118.114386,-13148433.3,4053633.604
101295,No Damage,3275,New York,Drive,Pasadena,CA,91107,Los Angeles,Eaton,5860030003,1962,"3275 NEW YORK DR, PASADENA, CA 91107",0209953c-319f-440e-9ca3-0a8b90999cec,34.1643638,-118.0827914,-13144916.2,4050893.484
101296,Minor (10-25%),3712,Valley Lights,Drive,Pasadena,CA,91107,Los Angeles,Eaton,5759032020,1977,"3712 VALLEY LIGHTS DR, PASADENA, CA 91107",5c7a61ff-e0c9-44f7-add7-0abb23017e8f,34.1725054,-118.0725598,-13143777.23,4051988.877
101297,No Damage,2188,North Roosevelt ,Avenue,Altadena,CA,91001,Los Angeles,Eaton,5857022063,1928,"2188 ROOSEVELT AVE, ALTADENA, CA 91001",251ff351-2f63-4592-ade2-0b1e72704ee9,34.1834302,-118.1012105,-13146966.62,4053458.896
101298,Destroyed (>50%),3511,Monterosa,Drive,Altadena,CA,91001,Los Angeles,Eaton,5843003002,1956,"3511 MONTEROSA DR, ALTADENA, CA 91001",224a5c01-506f-4254-b386-0b266f61a647,34.2041859,-118.1327795,-13150480.86,4056252.265
101299,No Damage,2775,Lincoln,Avenue,Altadena,CA,91001,Los Angeles,Eaton,5828009013,1967,"2775 LINCOLN AVE, ALTADENA, CA 91001",9ecba0e0-ea6b-419b-8970-0b336155ab07,34.1926006,-118.1590434,-13153404.55,4054692.997
101300,No Damage,1320,Wynn,Road,Pasadena,CA,91107,Los Angeles,Eaton,5860029001,1957,"1320 WYNN RD, PASADENA, CA 91107",30d29db6-4f44-4a0a-ab2c-0b3eea24cbdb,34.1688571,-118.0813853,-13144759.69,4051498.005
101301,Destroyed (>50%),1688,Midwick,Drive,Altadena,CA,,Los Angeles,Eaton,5846022028,1948,"1688 MIDWICK DR, ALTADENA, CA 91001",71e9d5d8-fb38-478c-9da1-0b90cd622e80,34.1847026,-118.1153827,-13148544.26,4053630.114
101302,No Damage,2764,Eaton Canyon,Drive,Pasadena,CA,91107,Los Angeles,Eaton,5751022900,,"2764 EATON CANYON DR, PASADENA, CA 91107",1a3c335a-2498-464d-b3e4-0b93eeeb4b08,34.1743108,-118.0940173,-13146165.88,4052231.792
101303,Destroyed (>50%),3250,Arrowhead,Court,Altadena,CA,91001,Los Angeles,Eaton,5842022005,1948,"3250 ARROWHEAD CT, ALTADENA, CA 91001",66b89983-aeef-44a2-be2a-0bb1dfecfe20,34.2020941,-118.1318298,-13150375.14,4055970.712
101304,No Damage,513,W Terrace,Street,Altadena,CA,91001,Los Angeles,Eaton,5829020011,1942,"513 W TERRACE ST, ALTADENA, CA 91001",b5967312-7e47-4f8c-a486-0bb9069cdf0d,34.1970272,-118.1572495,-13153204.85,4055288.75
101305,Affected (1-9%),1880,E Altadena ,Drive,Altadena,CA,91001,Los Angeles,Eaton,5857031002,1939,"1880 E ALTADENA DR, ALTADENA, CA 91001",e6f37516-7e4b-4ed2-8cad-0c1de0d55375,34.1903257,-118.1120958,-13148178.37,4054386.839
101306,Destroyed (>50%),3331,Lake,Avenue,Altadena,CA,91001,Los Angeles,Eaton,5842023009,1926,"3331 LAKE AVE, ALTADENA, CA 91001",51bce71f-8020-4b6b-84d8-0c29cec2e030,34.2030473,-118.1311198,-13150296.1,4056099.008
101307,Destroyed (>50%),1639,Woodglen,Lane,Altadena,CA,91001,Los Angeles,Eaton,5843026002,1952,"1639 WOODGLEN LN, ALTADENA, CA 91001",1daef3f2-f6a3-4c79-82d6-0c2d7508e301,34.1958722,-118.1163076,-13148647.21,4055133.302
101308,No Damage,2170,N Altadena,Drive,Pasadena,CA,91107,Los Angeles,Eaton,5857016005,1966,"2170 N ALTADENA DR, PASADENA, CA 91107",23bcb3fc-9b62-4aba-82d7-0c9d76bed846,34.1831333,-118.0998022,-13146809.84,4053418.94
101309,No Damage,2801,Eaton Canyon,Drive,Pasadena,CA,0,Los Angeles,Eaton,5751022801,,None,57ddc169-0af2-4317-8614-0ceedd654907,34.1732046,-118.0935925,-13146118.58,4052082.958
101310,No Damage,2173,North Roosevelt ,Avenue,Altadena,CA,91001,Los Angeles,Eaton,5857023015,1941,"2173 ROOSEVELT AVE, ALTADENA, CA 91001",24feb41f-6bfa-44c3-8f04-0d1e853548e3,34.1833598,-118.1021992,-13147076.68,4053449.415
101311,Destroyed (>50%),3486,McNally,Avenue,Altadena,CA,91001,Los Angeles,Eaton,5831014005,1947,"3486 MCNALLY AVE, ALTADENA, CA 91001",00ca15d2-7488-4db1-98fb-0d3691821444,34.2038645,-118.141719,-13151476,4056209.007
101312,No Damage,1727,La Paz,Road,Altadena,CA,91001,Los Angeles,Eaton,5847034004,1952,"1727 LA PAZ RD, ALTADENA, CA 91001",b9c3e3a1-1bbf-43ab-aa5c-0d3fe6c70423,34.1825826,-118.1150157,-13148503.4,4053344.842
101313,Destroyed (>50%),1905,E Altadena ,Drive,Altadena,CA,91001,Los Angeles,Eaton,5857011006,1926,"1905 E ALTADENA DR, ALTADENA, CA 91001",bc152a08-e686-4cd6-ac63-0d4e6f2fcb4a,34.1908995,-118.1114026,-13148101.2,4054464.065
101314,No Damage,516,W Harriet,Street,Altadena,CA,91001,Los Angeles,Eaton,5828009018,1990,"516 W HARRIET ST, ALTADENA, CA 91001",3aa23310-9117-4066-9df9-0d51eb244975,34.193342,-118.1596079,-13153467.38,4054792.772
101315,Destroyed (>50%),492,Devonwood,Road,Altadena,CA,91001,Los Angeles,Eaton,5843002002,1956,"492 DEVONWOOD RD, ALTADENA, CA 91001",d91f4769-0c23-4e30-95f7-0d8480a3e9f0,34.2059113,-118.1338453,-13150599.5,4056484.506
101316,No Damage,725,Edgeview ,Drive,Sierra Madre,CA,91024,Los Angeles,Eaton,5761009020,1953,"725 EDGEVIEW DR, SIERRA MADRE, CA 91024",4e1adc9c-9ce7-461d-a5bd-0da1f97800c3,34.1721907,-118.0676582,-13143231.59,4051946.53
101317,No Damage,1797,Meadowbrook ,Road,Altadena,CA,91001,Los Angeles,Eaton,5846024024,1932,"1797 MEADOWBROOK RD, ALTADENA, CA 91001",6036c266-a37c-4537-953d-0dc11ec72fad,34.183782,-118.1136695,-13148353.54,4053506.235
101318,Destroyed (>50%),3433,Monterosa,Drive,Altadena,CA,91001,Los Angeles,Eaton,5842024048,1964,"3433 MONTEROSA DR, ALTADENA, CA 91001",376c52c9-f393-4b06-ae3d-0dcf766de744,34.2033315,-118.1329563,-13150500.54,4056137.266
101319,No Damage,927,E Mount Curve,Avenue,Altadena,CA,91001,Los Angeles,Eaton,5842017017,1955,"927 E MOUNT CURVE AVE, ALTADENA, CA 91001",6b412988-dfdd-4ea3-a665-0ddeccbb9d1f,34.2013251,-118.1300489,-13150176.89,4055867.21
101320,Destroyed (>50%),3224,N Mount Curve,Avenue,Altadena,CA,91001,Los Angeles,Eaton,5842012005,1926,"3224 N MOUNT CURVE AVE, ALTADENA, CA 91001",701edfb2-bbc1-4572-b272-0e379c0016d4,34.1995457,-118.1264223,-13149773.17,4055627.714
101321,Destroyed (>50%),3605,Canon,Boulevard,Altadena,CA,91001,Los Angeles,Eaton,5831018004,1957,"3605 CANON BLVD, ALTADENA, CA 91001",65f040a6-fe8d-4740-9c20-0e415c89379c,34.2062104,-118.1360563,-13150845.63,4056524.767
101322,No Damage,3016,Lincoln ,Avenue,Altadena,CA,91001,Los Angeles,Eaton,5829020023,1946,"3012 LINCOLN AVE, ALTADENA, CA 91001",118f523b-85ee-44e7-9098-0ea17258813a,34.1974136,-118.1584768,-13153341.47,4055340.753
101323,No Damage,1731,Outpost,Lane,Pasadena,CA,91107,Los Angeles,Eaton,5857035009,1981,"1731 OUTPOST LN, PASADENA, CA 91107",1fe683a3-d871-4667-ac88-0eaf2a6c3ca6,34.178695,-118.0915453,-13145890.69,4052821.715
101324,No Damage,1600,Woodglen,Lane,Altadena,CA,91001,Los Angeles,Eaton,5843026019,1961,"1600 WOODGLEN LN, ALTADENA, CA 91001",9eb2f94e-468a-40d8-a7dc-0ebb5ad6e03b,34.1967096,-118.1169297,-13148716.47,4055245.997
